poll_id,pollster_id,Pollster,Party,sponsors,NumericGrade,PollScore,Methodology,State,StartDate,EndDate,SampleSize,Population,ElectionDate,Stage,CandidateName,Percentage
88756,1554,RMG Research,REP,Napolitan News Service,2.3,-0.4,Online Panel,Wisconsin,2024-10-10,2024-10-16,787,lv,2024-11-05,general,Donald Trump,50
88760,1554,RMG Research,DEM,Napolitan News Service,2.3,-0.4,Online Panel,Michigan,2024-10-10,2024-10-16,789,lv,2024-11-05,general,Kamala Harris,49
88760,1554,RMG Research,REP,Napolitan News Service,2.3,-0.4,Online Panel,Michigan,2024-10-10,2024-10-16,789,lv,2024-11-05,general,Donald Trump,49
88782,1904,Gateway Political Strategies,DEM,NA,NA,NA,Online Panel,NA,2024-09-27,2024-10-16,2540,rv,2024-11-05,general,Kamala Harris,53
88782,1904,Gateway Political Strategies,REP,NA,NA,NA,Online Panel,NA,2024-09-27,2024-10-16,2540,rv,2024-11-05,general,Donald Trump,47
88741,1741,ActiVote,DEM,NA,NA,NA,App Panel,Texas,2024-09-26,2024-10-16,400,lv,2024-11-05,general,Kamala Harris,44.2
88741,1741,ActiVote,REP,NA,NA,NA,App Panel,Texas,2024-09-26,2024-10-16,400,lv,2024-11-05,general,Donald Trump,55.8
88742,1741,ActiVote,DEM,NA,NA,NA,App Panel,Tennessee,2024-09-24,2024-10-16,400,lv,2024-11-05,general,Kamala Harris,37.6
88742,1741,ActiVote,REP,NA,NA,NA,App Panel,Tennessee,2024-09-24,2024-10-16,400,lv,2024-11-05,general,Donald Trump,62.4
88743,1741,ActiVote,DEM,NA,NA,NA,App Panel,Massachusetts,2024-09-06,2024-10-16,400,lv,2024-11-05,general,Kamala Harris,66.6
88743,1741,ActiVote,REP,NA,NA,NA,App Panel,Massachusetts,2024-09-06,2024-10-16,400,lv,2024-11-05,general,Donald Trump,33.4
88707,235,InsiderAdvantage,DEM,NA,2,-0.3,NA,Georgia,2024-10-14,2024-10-15,800,rv,2024-11-05,general,Kamala Harris,47
88707,235,InsiderAdvantage,REP,NA,2,-0.3,NA,Georgia,2024-10-14,2024-10-15,800,rv,2024-11-05,general,Donald Trump,49
88715,770,TIPP,DEM,NA,1.8,-0.4,Online Panel,NA,2024-10-13,2024-10-15,1248,lv,2024-11-05,general,Kamala Harris,50
88715,770,TIPP,REP,NA,1.8,-0.4,Online Panel,NA,2024-10-13,2024-10-15,1248,lv,2024-11-05,general,Donald Trump,46
88710,568,YouGov,DEM,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Kamala Harris,48
88710,568,YouGov,REP,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Donald Trump,45
88710,568,YouGov,GRE,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Jill Stein,1
88710,568,YouGov,IND,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Cornel West,1
88710,568,YouGov,DEM,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Kamala Harris,49
88710,568,YouGov,REP,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Donald Trump,45
88710,568,YouGov,GRE,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Jill Stein,1
88710,568,YouGov,IND,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Cornel West,0
88746,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Arizona,2024-10-06,2024-10-15,653,lv,2024-11-05,general,Kamala Harris,49
88746,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Arizona,2024-10-06,2024-10-15,653,lv,2024-11-05,general,Donald Trump,48
88747,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Georgia,2024-10-06,2024-10-15,1002,lv,2024-11-05,general,Kamala Harris,48
88747,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Georgia,2024-10-06,2024-10-15,1002,lv,2024-11-05,general,Donald Trump,49
88748,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Maryland,2024-10-06,2024-10-15,490,lv,2024-11-05,general,Kamala Harris,64
88748,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Maryland,2024-10-06,2024-10-15,490,lv,2024-11-05,general,Donald Trump,31
88749,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Michigan,2024-10-06,2024-10-15,1065,lv,2024-11-05,general,Kamala Harris,49
88749,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Michigan,2024-10-06,2024-10-15,1065,lv,2024-11-05,general,Donald Trump,47
88750,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Nevada,2024-10-06,2024-10-15,496,lv,2024-11-05,general,Kamala Harris,49
88750,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Nevada,2024-10-06,2024-10-15,496,lv,2024-11-05,general,Donald Trump,45
88751,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,North Carolina,2024-10-06,2024-10-15,1072,lv,2024-11-05,general,Kamala Harris,48
88751,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,North Carolina,2024-10-06,2024-10-15,1072,lv,2024-11-05,general,Donald Trump,49
88752,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Ohio,2024-10-06,2024-10-15,1243,lv,2024-11-05,general,Kamala Harris,45
88752,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Ohio,2024-10-06,2024-10-15,1243,lv,2024-11-05,general,Donald Trump,52
88753,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Pennsylvania,2024-10-06,2024-10-15,1395,lv,2024-11-05,general,Kamala Harris,49
88753,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Pennsylvania,2024-10-06,2024-10-15,1395,lv,2024-11-05,general,Donald Trump,48
88754,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Texas,2024-10-06,2024-10-15,2048,lv,2024-11-05,general,Kamala Harris,46
88754,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Texas,2024-10-06,2024-10-15,2048,lv,2024-11-05,general,Donald Trump,50
88755,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Wisconsin,2024-10-06,2024-10-15,527,lv,2024-11-05,general,Kamala Harris,47
88755,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Wisconsin,2024-10-06,2024-10-15,527,lv,2024-11-05,general,Donald Trump,48
88744,317,Mitchell,DEM,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Kamala Harris,47
88744,317,Mitchell,REP,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Donald Trump,47
88744,317,Mitchell,GRE,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Jill Stein,1
88744,317,Mitchell,LIB,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Chase Oliver,1
88744,317,Mitchell,IND,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Robert F. Kennedy,0
88744,317,Mitchell,IND,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Cornel West,0
88744,317,Mitchell,DEM,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Kamala Harris,47.4
88744,317,Mitchell,REP,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Donald Trump,48.5
88685,770,TIPP,DEM,NA,1.8,-0.4,Online Panel,NA,2024-10-12,2024-10-14,1198,lv,2024-11-05,general,Kamala Harris,49
88685,770,TIPP,REP,NA,1.8,-0.4,Online Panel,NA,2024-10-12,2024-10-14,1198,lv,2024-11-05,general,Donald Trump,46
88691,1754,Patriot Polling,DEM,NA,1.1,0.6,IVR,Wisconsin,2024-10-12,2024-10-14,803,rv,2024-11-05,general,Kamala Harris,49
88691,1754,Patriot Polling,REP,NA,1.1,0.6,IVR,Wisconsin,2024-10-12,2024-10-14,803,rv,2024-11-05,general,Donald Trump,50
88721,1102,Emerson,DEM,The Hill | Inside California Politics,2.9,-1.1,IVR/Online Panel,California,2024-10-12,2024-10-14,1000,lv,2024-11-05,general,Kamala Harris,61
88721,1102,Emerson,REP,The Hill | Inside California Politics,2.9,-1.1,IVR/Online Panel,California,2024-10-12,2024-10-14,1000,lv,2024-11-05,general,Donald Trump,36.6
88724,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Kamala Harris,46
88724,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Donald Trump,48
88724,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Chase Oliver,1
88724,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Jill Stein,0
88725,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Kamala Harris,46
88725,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Donald Trump,48
88725,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Chase Oliver,1
88725,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Jill Stein,1
88726,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Kamala Harris,44
88726,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Donald Trump,50
88726,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Chase Oliver,0
88726,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Jill Stein,1
88727,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Kamala Harris,47
88727,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Donald Trump,47
88727,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Chase Oliver,1
88727,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Jill Stein,2
88728,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Kamala Harris,47
88728,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Donald Trump,47
88728,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Chase Oliver,1
88728,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Jill Stein,0
88729,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Kamala Harris,51
88729,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Donald Trump,43
88729,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Chase Oliver,0
88729,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Jill Stein,1
88730,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Kamala Harris,47
88730,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Donald Trump,47
88730,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Chase Oliver,1
88730,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Jill Stein,0
88731,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,New Mexico,2024-10-12,2024-10-14,382,lv,2024-11-05,general,Kamala Harris,49
88731,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,New Mexico,2024-10-12,2024-10-14,382,lv,2024-11-05,general,Donald Trump,45
88731,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,New Mexico,2024-10-12,2024-10-14,382,lv,2024-11-05,general,Chase Oliver,1
88731,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,New Mexico,2024-10-12,2024-10-14,382,lv,2024-11-05,general,Jill Stein,2
88732,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-10-12,2024-10-14,1649,lv,2024-11-05,general,Kamala Harris,48
88732,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-10-12,2024-10-14,1649,lv,2024-11-05,general,Donald Trump,48
88732,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-10-12,2024-10-14,1649,lv,2024-11-05,general,Chase Oliver,1
88732,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-10-12,2024-10-14,1649,lv,2024-11-05,general,Jill Stein,0
88733,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-10-12,2024-10-14,641,lv,2024-11-05,general,Kamala Harris,48
88733,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-10-12,2024-10-14,641,lv,2024-11-05,general,Donald Trump,47
88733,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-10-12,2024-10-14,641,lv,2024-11-05,general,Chase Oliver,1
88733,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-10-12,2024-10-14,641,lv,2024-11-05,general,Jill Stein,1
88758,1347,Cygnal,DEM,Carolina Journal,2.1,-1.1,Live Phone/Text-to-Web,North Carolina,2024-10-12,2024-10-14,600,lv,2024-11-05,general,Kamala Harris,46.6
88758,1347,Cygnal,REP,Carolina Journal,2.1,-1.1,Live Phone/Text-to-Web,North Carolina,2024-10-12,2024-10-14,600,lv,2024-11-05,general,Donald Trump,47.2
88758,1347,Cygnal,LIB,Carolina Journal,2.1,-1.1,Live Phone/Text-to-Web,North Carolina,2024-10-12,2024-10-14,600,lv,2024-11-05,general,Chase Oliver,0.9
88758,1347,Cygnal,CON,Carolina Journal,2.1,-1.1,Live Phone/Text-to-Web,North Carolina,2024-10-12,2024-10-14,600,lv,2024-11-05,general,Randall A. Terry,0.1
88758,1347,Cygnal,GRE,Carolina Journal,2.1,-1.1,Live Phone/Text-to-Web,North Carolina,2024-10-12,2024-10-14,600,lv,2024-11-05,general,Jill Stein,0.4
88758,1347,Cygnal,IND,Carolina Journal,2.1,-1.1,Live Phone/Text-to-Web,North Carolina,2024-10-12,2024-10-14,600,lv,2024-11-05,general,Cornel West,0.6
88736,1597,Beacon/Shaw,DEM,FOX News,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-10-11,2024-10-14,1110,rv,2024-11-05,general,Kamala Harris,48
88736,1597,Beacon/Shaw,REP,FOX News,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-10-11,2024-10-14,1110,rv,2024-11-05,general,Donald Trump,50
88736,1597,Beacon/Shaw,DEM,FOX News,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-10-11,2024-10-14,870,lv,2024-11-05,general,Kamala Harris,48
88736,1597,Beacon/Shaw,REP,FOX News,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-10-11,2024-10-14,870,lv,2024-11-05,general,Donald Trump,50
88734,396,Quinnipiac,DEM,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Kamala Harris,45
88734,396,Quinnipiac,REP,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Donald Trump,52
88734,396,Quinnipiac,GRE,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Jill Stein,1
88734,396,Quinnipiac,LIB,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Chase Oliver,1
88734,396,Quinnipiac,DEM,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Kamala Harris,46
88734,396,Quinnipiac,REP,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Donald Trump,52
88735,396,Quinnipiac,DEM,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Kamala Harris,49
88735,396,Quinnipiac,REP,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Donald Trump,47
88735,396,Quinnipiac,GRE,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Jill Stein,0
88735,396,Quinnipiac,LIB,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Chase Oliver,1
88735,396,Quinnipiac,IND,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Cornel West,0
88735,396,Quinnipiac,CON,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Randall A. Terry,0
