poll_id,pollster_id,Pollster,Party,sponsors,NumericGrade,PollScore,Methodology,State,StartDate,EndDate,SampleSize,Population,ElectionDate,Stage,CandidateName,Percentage,PollRecency
88741,1741,ActiVote,DEM,NA,NA,NA,App Panel,Texas,2024-09-26,2024-10-16,400,lv,2024-11-05,general,Kamala Harris,44.2,23
88741,1741,ActiVote,REP,NA,NA,NA,App Panel,Texas,2024-09-26,2024-10-16,400,lv,2024-11-05,general,Donald Trump,55.8,23
88742,1741,ActiVote,DEM,NA,NA,NA,App Panel,Tennessee,2024-09-24,2024-10-16,400,lv,2024-11-05,general,Kamala Harris,37.6,25
88742,1741,ActiVote,REP,NA,NA,NA,App Panel,Tennessee,2024-09-24,2024-10-16,400,lv,2024-11-05,general,Donald Trump,62.4,25
88743,1741,ActiVote,DEM,NA,NA,NA,App Panel,Massachusetts,2024-09-06,2024-10-16,400,lv,2024-11-05,general,Kamala Harris,66.6,43
88743,1741,ActiVote,REP,NA,NA,NA,App Panel,Massachusetts,2024-09-06,2024-10-16,400,lv,2024-11-05,general,Donald Trump,33.4,43
88707,235,InsiderAdvantage,DEM,NA,2,-0.3,NA,Georgia,2024-10-14,2024-10-15,800,rv,2024-11-05,general,Kamala Harris,47,5
88707,235,InsiderAdvantage,REP,NA,2,-0.3,NA,Georgia,2024-10-14,2024-10-15,800,rv,2024-11-05,general,Donald Trump,49,5
88715,770,TIPP,DEM,NA,1.8,-0.4,Online Panel,NA,2024-10-13,2024-10-15,1248,lv,2024-11-05,general,Kamala Harris,50,6
88715,770,TIPP,REP,NA,1.8,-0.4,Online Panel,NA,2024-10-13,2024-10-15,1248,lv,2024-11-05,general,Donald Trump,46,6
88710,568,YouGov,DEM,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Kamala Harris,48,7
88710,568,YouGov,REP,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Donald Trump,45,7
88710,568,YouGov,DEM,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Kamala Harris,49,7
88710,568,YouGov,REP,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Donald Trump,45,7
88746,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Arizona,2024-10-06,2024-10-15,653,lv,2024-11-05,general,Kamala Harris,49,13
88746,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Arizona,2024-10-06,2024-10-15,653,lv,2024-11-05,general,Donald Trump,48,13
88747,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Georgia,2024-10-06,2024-10-15,1002,lv,2024-11-05,general,Kamala Harris,48,13
88747,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Georgia,2024-10-06,2024-10-15,1002,lv,2024-11-05,general,Donald Trump,49,13
88748,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Maryland,2024-10-06,2024-10-15,490,lv,2024-11-05,general,Kamala Harris,64,13
88748,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Maryland,2024-10-06,2024-10-15,490,lv,2024-11-05,general,Donald Trump,31,13
88749,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Michigan,2024-10-06,2024-10-15,1065,lv,2024-11-05,general,Kamala Harris,49,13
88749,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Michigan,2024-10-06,2024-10-15,1065,lv,2024-11-05,general,Donald Trump,47,13
88750,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Nevada,2024-10-06,2024-10-15,496,lv,2024-11-05,general,Kamala Harris,49,13
88750,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Nevada,2024-10-06,2024-10-15,496,lv,2024-11-05,general,Donald Trump,45,13
88751,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,North Carolina,2024-10-06,2024-10-15,1072,lv,2024-11-05,general,Kamala Harris,48,13
88751,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,North Carolina,2024-10-06,2024-10-15,1072,lv,2024-11-05,general,Donald Trump,49,13
88752,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Ohio,2024-10-06,2024-10-15,1243,lv,2024-11-05,general,Kamala Harris,45,13
88752,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Ohio,2024-10-06,2024-10-15,1243,lv,2024-11-05,general,Donald Trump,52,13
88753,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Pennsylvania,2024-10-06,2024-10-15,1395,lv,2024-11-05,general,Kamala Harris,49,13
88753,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Pennsylvania,2024-10-06,2024-10-15,1395,lv,2024-11-05,general,Donald Trump,48,13
88754,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Texas,2024-10-06,2024-10-15,2048,lv,2024-11-05,general,Kamala Harris,46,13
88754,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Texas,2024-10-06,2024-10-15,2048,lv,2024-11-05,general,Donald Trump,50,13
88755,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Wisconsin,2024-10-06,2024-10-15,527,lv,2024-11-05,general,Kamala Harris,47,13
88755,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Wisconsin,2024-10-06,2024-10-15,527,lv,2024-11-05,general,Donald Trump,48,13
88744,317,Mitchell,DEM,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Kamala Harris,47,5
88744,317,Mitchell,REP,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Donald Trump,47,5
88744,317,Mitchell,DEM,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Kamala Harris,47.4,5
88744,317,Mitchell,REP,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Donald Trump,48.5,5
88685,770,TIPP,DEM,NA,1.8,-0.4,Online Panel,NA,2024-10-12,2024-10-14,1198,lv,2024-11-05,general,Kamala Harris,49,7
88685,770,TIPP,REP,NA,1.8,-0.4,Online Panel,NA,2024-10-12,2024-10-14,1198,lv,2024-11-05,general,Donald Trump,46,7
88691,1754,Patriot Polling,DEM,NA,1.1,0.6,IVR,Wisconsin,2024-10-12,2024-10-14,803,rv,2024-11-05,general,Kamala Harris,49,7
88691,1754,Patriot Polling,REP,NA,1.1,0.6,IVR,Wisconsin,2024-10-12,2024-10-14,803,rv,2024-11-05,general,Donald Trump,50,7
88721,1102,Emerson,DEM,The Hill | Inside California Politics,2.9,-1.1,IVR/Online Panel,California,2024-10-12,2024-10-14,1000,lv,2024-11-05,general,Kamala Harris,61,7
88721,1102,Emerson,REP,The Hill | Inside California Politics,2.9,-1.1,IVR/Online Panel,California,2024-10-12,2024-10-14,1000,lv,2024-11-05,general,Donald Trump,36.6,7
88724,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Kamala Harris,46,7
88724,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Donald Trump,48,7
88725,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Kamala Harris,46,7
88725,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Donald Trump,48,7
88726,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Kamala Harris,44,7
88726,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Donald Trump,50,7
88727,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Kamala Harris,47,7
88727,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Donald Trump,47,7
88728,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Kamala Harris,47,7
88728,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Donald Trump,47,7
88729,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Kamala Harris,51,7
88729,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Donald Trump,43,7
88730,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Kamala Harris,47,7
88730,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Donald Trump,47,7
88731,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,New Mexico,2024-10-12,2024-10-14,382,lv,2024-11-05,general,Kamala Harris,49,7
88731,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,New Mexico,2024-10-12,2024-10-14,382,lv,2024-11-05,general,Donald Trump,45,7
88732,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-10-12,2024-10-14,1649,lv,2024-11-05,general,Kamala Harris,48,7
88732,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-10-12,2024-10-14,1649,lv,2024-11-05,general,Donald Trump,48,7
88733,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-10-12,2024-10-14,641,lv,2024-11-05,general,Kamala Harris,48,7
88733,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-10-12,2024-10-14,641,lv,2024-11-05,general,Donald Trump,47,7
88758,1347,Cygnal,DEM,Carolina Journal,2.1,-1.1,Live Phone/Text-to-Web,North Carolina,2024-10-12,2024-10-14,600,lv,2024-11-05,general,Kamala Harris,46.6,7
88758,1347,Cygnal,REP,Carolina Journal,2.1,-1.1,Live Phone/Text-to-Web,North Carolina,2024-10-12,2024-10-14,600,lv,2024-11-05,general,Donald Trump,47.2,7
88736,1597,Beacon/Shaw,DEM,FOX News,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-10-11,2024-10-14,1110,rv,2024-11-05,general,Kamala Harris,48,8
88736,1597,Beacon/Shaw,REP,FOX News,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-10-11,2024-10-14,1110,rv,2024-11-05,general,Donald Trump,50,8
88736,1597,Beacon/Shaw,DEM,FOX News,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-10-11,2024-10-14,870,lv,2024-11-05,general,Kamala Harris,48,8
88736,1597,Beacon/Shaw,REP,FOX News,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-10-11,2024-10-14,870,lv,2024-11-05,general,Donald Trump,50,8
88734,396,Quinnipiac,DEM,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Kamala Harris,45,9
88734,396,Quinnipiac,REP,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Donald Trump,52,9
88734,396,Quinnipiac,DEM,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Kamala Harris,46,9
88734,396,Quinnipiac,REP,NA,2.8,-0.5,Live Phone,Georgia,2024-10-10,2024-10-14,1328,lv,2024-11-05,general,Donald Trump,52,9
88735,396,Quinnipiac,DEM,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Kamala Harris,49,9
88735,396,Quinnipiac,REP,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Donald Trump,47,9
88735,396,Quinnipiac,DEM,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Kamala Harris,50,9
88735,396,Quinnipiac,REP,NA,2.8,-0.5,Live Phone,North Carolina,2024-10-10,2024-10-14,1031,lv,2024-11-05,general,Donald Trump,47,9
88722,460,SurveyUSA,DEM,KING TV (Seattle) | The Seattle Times | University of Washington Center for an Informed Public,2.8,-1.3,Online Panel,Washington,2024-10-09,2024-10-14,703,lv,2024-11-05,general,Kamala Harris,57,10
88722,460,SurveyUSA,REP,KING TV (Seattle) | The Seattle Times | University of Washington Center for an Informed Public,2.8,-1.3,Online Panel,Washington,2024-10-09,2024-10-14,703,lv,2024-11-05,general,Donald Trump,35,10
88776,1516,East Carolina University,DEM,NA,2.6,-0.5,IVR/Text-to-Web,Georgia,2024-10-09,2024-10-14,701,lv,2024-11-05,general,Kamala Harris,45.8,10
88776,1516,East Carolina University,REP,NA,2.6,-0.5,IVR/Text-to-Web,Georgia,2024-10-09,2024-10-14,701,lv,2024-11-05,general,Donald Trump,48.9,10
88719,149,Fairleigh Dickinson,DEM,NA,2.6,-0.6,Live Phone/Text-to-Web,NA,2024-10-08,2024-10-14,806,rv,2024-11-05,general,Kamala Harris,50,11
88719,149,Fairleigh Dickinson,REP,NA,2.6,-0.6,Live Phone/Text-to-Web,NA,2024-10-08,2024-10-14,806,rv,2024-11-05,general,Donald Trump,47,11
88697,1741,ActiVote,DEM,NA,NA,NA,App Panel,Maryland,2024-09-08,2024-10-14,400,lv,2024-11-05,general,Kamala Harris,62.9,41
88697,1741,ActiVote,REP,NA,NA,NA,App Panel,Maryland,2024-09-08,2024-10-14,400,lv,2024-11-05,general,Donald Trump,37.1,41
88672,770,TIPP,DEM,NA,1.8,-0.4,Online Panel,NA,2024-10-11,2024-10-13,1212,lv,2024-11-05,general,Kamala Harris,49,8
88672,770,TIPP,REP,NA,1.8,-0.4,Online Panel,NA,2024-10-11,2024-10-13,1212,lv,2024-11-05,general,Donald Trump,46,8
88676,1797,HarrisX/Harris Poll,DEM,Harvard CAPS,1.5,-0.1,Online Panel,NA,2024-10-11,2024-10-13,2596,lv,2024-11-05,general,Kamala Harris,49,8
88676,1797,HarrisX/Harris Poll,REP,Harvard CAPS,1.5,-0.1,Online Panel,NA,2024-10-11,2024-10-13,2596,lv,2024-11-05,general,Donald Trump,48,8
88676,1797,HarrisX/Harris Poll,DEM,Harvard CAPS,1.5,-0.1,Online Panel,NA,2024-10-11,2024-10-13,2596,lv,2024-11-05,general,Kamala Harris,51,8
88676,1797,HarrisX/Harris Poll,REP,Harvard CAPS,1.5,-0.1,Online Panel,NA,2024-10-11,2024-10-13,2596,lv,2024-11-05,general,Donald Trump,49,8
88676,1797,HarrisX/Harris Poll,DEM,Harvard CAPS,1.5,-0.1,Online Panel,NA,2024-10-11,2024-10-13,3145,rv,2024-11-05,general,Kamala Harris,51,8
88676,1797,HarrisX/Harris Poll,REP,Harvard CAPS,1.5,-0.1,Online Panel,NA,2024-10-11,2024-10-13,3145,rv,2024-11-05,general,Donald Trump,49,8
88676,1797,HarrisX/Harris Poll,DEM,Harvard CAPS,1.5,-0.1,Online Panel,NA,2024-10-11,2024-10-13,3145,rv,2024-11-05,general,Kamala Harris,49,8
88676,1797,HarrisX/Harris Poll,REP,Harvard CAPS,1.5,-0.1,Online Panel,NA,2024-10-11,2024-10-13,3145,rv,2024-11-05,general,Donald Trump,48,8
88684,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-10-11,2024-10-13,8647,lv,2024-11-05,general,Kamala Harris,50,8
88684,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-10-11,2024-10-13,8647,lv,2024-11-05,general,Donald Trump,46,8
88689,1890,SoCal Strategies,DEM,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,Michigan,2024-10-11,2024-10-13,692,lv,2024-11-05,general,Kamala Harris,49,8
88689,1890,SoCal Strategies,REP,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,Michigan,2024-10-11,2024-10-13,692,lv,2024-11-05,general,Donald Trump,48,8
88703,241,Ipsos,DEM,Reuters,2.8,-0.9,Probability Panel,NA,2024-10-11,2024-10-13,807,rv,2024-11-05,general,Kamala Harris,45,8
88703,241,Ipsos,REP,Reuters,2.8,-0.9,Probability Panel,NA,2024-10-11,2024-10-13,807,rv,2024-11-05,general,Donald Trump,42,8
88703,241,Ipsos,DEM,Reuters,2.8,-0.9,Probability Panel,NA,2024-10-11,2024-10-13,769,lv,2024-11-05,general,Kamala Harris,47,8
88703,241,Ipsos,REP,Reuters,2.8,-0.9,Probability Panel,NA,2024-10-11,2024-10-13,769,lv,2024-11-05,general,Donald Trump,44,8
88703,241,Ipsos,DEM,Reuters,2.8,-0.9,Probability Panel,NA,2024-10-11,2024-10-13,938,a,2024-11-05,general,Kamala Harris,41,8
88703,241,Ipsos,REP,Reuters,2.8,-0.9,Probability Panel,NA,2024-10-11,2024-10-13,938,a,2024-11-05,general,Donald Trump,37,8
88677,1250,Trafalgar Group,DEM,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Arizona,2024-10-10,2024-10-13,1090,lv,2024-11-05,general,Kamala Harris,46,9
88677,1250,Trafalgar Group,REP,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Arizona,2024-10-10,2024-10-13,1090,lv,2024-11-05,general,Donald Trump,47.5,9
88704,1250,Trafalgar Group,DEM,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,North Carolina,2024-10-10,2024-10-13,1085,lv,2024-11-05,general,Kamala Harris,44.6,9
88704,1250,Trafalgar Group,REP,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,North Carolina,2024-10-10,2024-10-13,1085,lv,2024-11-05,general,Donald Trump,46.5,9
88706,1250,Trafalgar Group,DEM,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Nevada,2024-10-10,2024-10-13,1088,lv,2024-11-05,general,Kamala Harris,45.6,9
88706,1250,Trafalgar Group,REP,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Nevada,2024-10-10,2024-10-13,1088,lv,2024-11-05,general,Donald Trump,44.8,9
88674,1741,ActiVote,DEM,NA,NA,NA,App Panel,Washington,2024-09-07,2024-10-13,400,lv,2024-11-05,general,Kamala Harris,60,42
88674,1741,ActiVote,REP,NA,NA,NA,App Panel,Washington,2024-09-07,2024-10-13,400,lv,2024-11-05,general,Donald Trump,40,42
