poll_id,pollster_id,Pollster,Party,sponsors,NumericGrade,PollScore,Methodology,State,StartDate,EndDate,SampleSize,Population,ElectionDate,Stage,CandidateName,Percentage,TimeToElection,Weight,numpolls,PredictedPercentage
88774,356,OnMessage Inc.,REP,Senate Opportunity Fund,1.1,0.2,Online Panel,NA,2024-10-14,2024-10-16,800,lv,2024-11-05,general,Donald Trump,46,22,0.045454545454545456,5203,NA
88775,1554,RMG Research,DEM,Napolitan News Service,2.3,-0.4,Online Panel,NA,2024-10-14,2024-10-16,2950,lv,2024-11-05,general,Kamala Harris,50,22,0.045454545454545456,5764,NA
88775,1554,RMG Research,REP,Napolitan News Service,2.3,-0.4,Online Panel,NA,2024-10-14,2024-10-16,2950,lv,2024-11-05,general,Donald Trump,49,22,0.045454545454545456,5203,NA
88783,770,TIPP,DEM,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,1029,rv,2024-11-05,general,Kamala Harris,48.8,22,0.045454545454545456,5764,48.03872287162238
88783,770,TIPP,REP,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,1029,rv,2024-11-05,general,Donald Trump,45.8,22,0.045454545454545456,5203,43.039955658131326
88783,770,TIPP,DEM,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,813,lv,2024-11-05,general,Kamala Harris,48.3,22,0.045454545454545456,5764,48.087424753770094
88783,770,TIPP,REP,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,813,lv,2024-11-05,general,Donald Trump,48.5,22,0.045454545454545456,5203,43.08865754027903
88783,770,TIPP,DEM,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,1029,rv,2024-11-05,general,Kamala Harris,48.3,22,0.045454545454545456,5764,48.03872287162238
88783,770,TIPP,REP,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,1029,rv,2024-11-05,general,Donald Trump,44.8,22,0.045454545454545456,5203,43.039955658131326
88783,770,TIPP,IND,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,1029,rv,2024-11-05,general,Cornel West,1,22,0.045454545454545456,830,4.074520676676082
88783,770,TIPP,GRE,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,1029,rv,2024-11-05,general,Jill Stein,1,22,0.045454545454545456,1100,6.480344469265361
88783,770,TIPP,DEM,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,813,lv,2024-11-05,general,Kamala Harris,49,22,0.045454545454545456,5764,48.087424753770094
88783,770,TIPP,REP,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,813,lv,2024-11-05,general,Donald Trump,48.5,22,0.045454545454545456,5203,43.08865754027903
88783,770,TIPP,IND,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,813,lv,2024-11-05,general,Cornel West,0.5,22,0.045454545454545456,830,4.123222558823787
88783,770,TIPP,GRE,Center for American Greatness,1.8,-0.4,Online Panel,Georgia,2024-10-14,2024-10-16,813,lv,2024-11-05,general,Jill Stein,0.8,22,0.045454545454545456,1100,6.529046351413067
88762,568,YouGov,DEM,CBS News,3,-1.1,Online Panel,Arizona,2024-10-11,2024-10-16,1435,lv,2024-11-05,general,Kamala Harris,48,25,0.04,5764,48.309239063916536
88762,568,YouGov,REP,CBS News,3,-1.1,Online Panel,Arizona,2024-10-11,2024-10-16,1435,lv,2024-11-05,general,Donald Trump,51,25,0.04,5203,43.31047185042548
88756,1554,RMG Research,DEM,Napolitan News Service,2.3,-0.4,Online Panel,Wisconsin,2024-10-10,2024-10-16,787,lv,2024-11-05,general,Kamala Harris,49,26,0.038461538461538464,5764,48.48475415686109
88756,1554,RMG Research,REP,Napolitan News Service,2.3,-0.4,Online Panel,Wisconsin,2024-10-10,2024-10-16,787,lv,2024-11-05,general,Donald Trump,50,26,0.038461538461538464,5203,43.48598694337004
88760,1554,RMG Research,DEM,Napolitan News Service,2.3,-0.4,Online Panel,Michigan,2024-10-10,2024-10-16,789,lv,2024-11-05,general,Kamala Harris,49,26,0.038461538461538464,5764,48.04874426981395
88760,1554,RMG Research,REP,Napolitan News Service,2.3,-0.4,Online Panel,Michigan,2024-10-10,2024-10-16,789,lv,2024-11-05,general,Donald Trump,49,26,0.038461538461538464,5203,43.049977056322895
88782,1904,Gateway Political Strategies,DEM,NA,NA,NA,Online Panel,NA,2024-09-27,2024-10-16,2540,rv,2024-11-05,general,Kamala Harris,53,39,0.02564102564102564,5764,NA
88782,1904,Gateway Political Strategies,REP,NA,NA,NA,Online Panel,NA,2024-09-27,2024-10-16,2540,rv,2024-11-05,general,Donald Trump,47,39,0.02564102564102564,5203,NA
88741,1741,ActiVote,DEM,NA,NA,NA,App Panel,Texas,2024-09-26,2024-10-16,400,lv,2024-11-05,general,Kamala Harris,44.2,40,0.025,5764,NA
88741,1741,ActiVote,REP,NA,NA,NA,App Panel,Texas,2024-09-26,2024-10-16,400,lv,2024-11-05,general,Donald Trump,55.8,40,0.025,5203,NA
88742,1741,ActiVote,DEM,NA,NA,NA,App Panel,Tennessee,2024-09-24,2024-10-16,400,lv,2024-11-05,general,Kamala Harris,37.6,42,0.023809523809523808,5764,NA
88742,1741,ActiVote,REP,NA,NA,NA,App Panel,Tennessee,2024-09-24,2024-10-16,400,lv,2024-11-05,general,Donald Trump,62.4,42,0.023809523809523808,5203,NA
88743,1741,ActiVote,DEM,NA,NA,NA,App Panel,Massachusetts,2024-09-06,2024-10-16,400,lv,2024-11-05,general,Kamala Harris,66.6,60,0.016666666666666666,5764,NA
88743,1741,ActiVote,REP,NA,NA,NA,App Panel,Massachusetts,2024-09-06,2024-10-16,400,lv,2024-11-05,general,Donald Trump,33.4,60,0.016666666666666666,5203,NA
88707,235,InsiderAdvantage,DEM,NA,2,-0.3,NA,Georgia,2024-10-14,2024-10-15,800,rv,2024-11-05,general,Kamala Harris,47,22,0.045454545454545456,5764,48.07178351648358
88707,235,InsiderAdvantage,REP,NA,2,-0.3,NA,Georgia,2024-10-14,2024-10-15,800,rv,2024-11-05,general,Donald Trump,49,22,0.045454545454545456,5203,43.07301630299252
88715,770,TIPP,DEM,NA,1.8,-0.4,Online Panel,NA,2024-10-13,2024-10-15,1248,lv,2024-11-05,general,Kamala Harris,50,23,0.043478260869565216,5764,NA
88715,770,TIPP,REP,NA,1.8,-0.4,Online Panel,NA,2024-10-13,2024-10-15,1248,lv,2024-11-05,general,Donald Trump,46,23,0.043478260869565216,5203,NA
88710,568,YouGov,DEM,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Kamala Harris,48,24,0.041666666666666664,5764,NA
88710,568,YouGov,REP,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Donald Trump,45,24,0.041666666666666664,5203,NA
88710,568,YouGov,GRE,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Jill Stein,1,24,0.041666666666666664,1100,NA
88710,568,YouGov,IND,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1457,rv,2024-11-05,general,Cornel West,1,24,0.041666666666666664,830,NA
88710,568,YouGov,DEM,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Kamala Harris,49,24,0.041666666666666664,5764,NA
88710,568,YouGov,REP,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Donald Trump,45,24,0.041666666666666664,5203,NA
88710,568,YouGov,GRE,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Jill Stein,1,24,0.041666666666666664,1100,NA
88710,568,YouGov,IND,Economist,3,-1.1,Online Panel,NA,2024-10-12,2024-10-15,1314,lv,2024-11-05,general,Cornel West,0,24,0.041666666666666664,830,NA
88746,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Arizona,2024-10-06,2024-10-15,653,lv,2024-11-05,general,Kamala Harris,49,30,0.03333333333333333,5764,48.33697896236583
88746,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Arizona,2024-10-06,2024-10-15,653,lv,2024-11-05,general,Donald Trump,48,30,0.03333333333333333,5203,43.338211748874784
88747,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Georgia,2024-10-06,2024-10-15,1002,lv,2024-11-05,general,Kamala Harris,48,30,0.03333333333333333,5764,48.02623823780841
88747,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Georgia,2024-10-06,2024-10-15,1002,lv,2024-11-05,general,Donald Trump,49,30,0.03333333333333333,5203,43.02747102431735
88748,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Maryland,2024-10-06,2024-10-15,490,lv,2024-11-05,general,Kamala Harris,64,30,0.03333333333333333,5764,49.350584908034016
88748,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Maryland,2024-10-06,2024-10-15,490,lv,2024-11-05,general,Donald Trump,31,30,0.03333333333333333,5203,44.35181769454296
88749,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Michigan,2024-10-06,2024-10-15,1065,lv,2024-11-05,general,Kamala Harris,49,30,0.03333333333333333,5764,47.967941717987216
88749,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Michigan,2024-10-06,2024-10-15,1065,lv,2024-11-05,general,Donald Trump,47,30,0.03333333333333333,5203,42.969174504496166
88750,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Nevada,2024-10-06,2024-10-15,496,lv,2024-11-05,general,Kamala Harris,49,30,0.03333333333333333,5764,47.7570312442302
88750,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Nevada,2024-10-06,2024-10-15,496,lv,2024-11-05,general,Donald Trump,45,30,0.03333333333333333,5203,42.75826403073914
88751,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,North Carolina,2024-10-06,2024-10-15,1072,lv,2024-11-05,general,Kamala Harris,48,30,0.03333333333333333,5764,47.83771691049512
88751,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,North Carolina,2024-10-06,2024-10-15,1072,lv,2024-11-05,general,Donald Trump,49,30,0.03333333333333333,5203,42.83894969700407
88752,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Ohio,2024-10-06,2024-10-15,1243,lv,2024-11-05,general,Kamala Harris,45,30,0.03333333333333333,5764,49.27562115880466
88752,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Ohio,2024-10-06,2024-10-15,1243,lv,2024-11-05,general,Donald Trump,52,30,0.03333333333333333,5203,44.276853945313604
88753,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Pennsylvania,2024-10-06,2024-10-15,1395,lv,2024-11-05,general,Kamala Harris,49,30,0.03333333333333333,5764,48.186505989662024
88753,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Pennsylvania,2024-10-06,2024-10-15,1395,lv,2024-11-05,general,Donald Trump,48,30,0.03333333333333333,5203,43.18773877617097
88754,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Texas,2024-10-06,2024-10-15,2048,lv,2024-11-05,general,Kamala Harris,46,30,0.03333333333333333,5764,48.24752728092906
88754,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Texas,2024-10-06,2024-10-15,2048,lv,2024-11-05,general,Donald Trump,50,30,0.03333333333333333,5203,43.248760067438006
88755,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,Wisconsin,2024-10-06,2024-10-15,527,lv,2024-11-05,general,Kamala Harris,47,30,0.03333333333333333,5764,48.524804423697184
88755,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,Wisconsin,2024-10-06,2024-10-15,527,lv,2024-11-05,general,Donald Trump,48,30,0.03333333333333333,5203,43.52603721020613
88744,317,Mitchell,DEM,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Kamala Harris,47,22,0.045454545454545456,5764,48.05669386697102
88744,317,Mitchell,REP,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Donald Trump,47,22,0.045454545454545456,5203,43.05792665347996
88744,317,Mitchell,GRE,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Jill Stein,1,22,0.045454545454545456,1100,6.498315464613993
88744,317,Mitchell,LIB,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Chase Oliver,1,22,0.045454545454545456,575,1.8203247568015062
88744,317,Mitchell,IND,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Robert F. Kennedy,0,22,0.045454545454545456,1306,8.333869913774702
88744,317,Mitchell,IND,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Cornel West,0,22,0.045454545454545456,830,4.092491672024714
88744,317,Mitchell,DEM,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Kamala Harris,47.4,22,0.045454545454545456,5764,48.05669386697102
88744,317,Mitchell,REP,MIRS News Service | Michigan News Source,2.4,-0.2,NA,Michigan,2024-10-14,2024-10-14,589,lv,2024-11-05,general,Donald Trump,48.5,22,0.045454545454545456,5203,43.05792665347996
88685,770,TIPP,DEM,NA,1.8,-0.4,Online Panel,NA,2024-10-12,2024-10-14,1198,lv,2024-11-05,general,Kamala Harris,49,24,0.041666666666666664,5764,NA
88685,770,TIPP,REP,NA,1.8,-0.4,Online Panel,NA,2024-10-12,2024-10-14,1198,lv,2024-11-05,general,Donald Trump,46,24,0.041666666666666664,5203,NA
88691,1754,Patriot Polling,DEM,NA,1.1,0.6,IVR,Wisconsin,2024-10-12,2024-10-14,803,rv,2024-11-05,general,Kamala Harris,49,24,0.041666666666666664,5764,48.295422919210935
88691,1754,Patriot Polling,REP,NA,1.1,0.6,IVR,Wisconsin,2024-10-12,2024-10-14,803,rv,2024-11-05,general,Donald Trump,50,24,0.041666666666666664,5203,43.29665570571987
88721,1102,Emerson,DEM,The Hill | Inside California Politics,2.9,-1.1,IVR/Online Panel,California,2024-10-12,2024-10-14,1000,lv,2024-11-05,general,Kamala Harris,61,24,0.041666666666666664,5764,48.1009196376666
88721,1102,Emerson,REP,The Hill | Inside California Politics,2.9,-1.1,IVR/Online Panel,California,2024-10-12,2024-10-14,1000,lv,2024-11-05,general,Donald Trump,36.6,24,0.041666666666666664,5203,43.10215242417554
88724,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Kamala Harris,46,24,0.041666666666666664,5764,47.809623524745646
88724,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Donald Trump,48,24,0.041666666666666664,5203,42.81085631125459
88724,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Chase Oliver,1,24,0.041666666666666664,575,1.5732544145761338
88724,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-10-12,2024-10-14,620,lv,2024-11-05,general,Jill Stein,0,24,0.041666666666666664,1100,6.251245122388621
88725,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Kamala Harris,46,24,0.041666666666666664,5764,48.096942200603195
88725,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Donald Trump,48,24,0.041666666666666664,5203,43.09817498711214
88725,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Chase Oliver,1,24,0.041666666666666664,575,1.860573090433686
88725,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-10-12,2024-10-14,1141,lv,2024-11-05,general,Jill Stein,1,24,0.041666666666666664,1100,6.538563798246173
88726,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Kamala Harris,44,24,0.041666666666666664,5764,47.92395779952074
88726,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Donald Trump,50,24,0.041666666666666664,5203,42.925190586029686
88726,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Chase Oliver,0,24,0.041666666666666664,575,1.687588689351232
88726,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Florida,2024-10-12,2024-10-14,1009,lv,2024-11-05,general,Jill Stein,1,24,0.041666666666666664,1100,6.365579397163719
88727,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Kamala Harris,47,24,0.041666666666666664,5764,47.97852881619389
88727,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Donald Trump,47,24,0.041666666666666664,5203,42.97976160270282
88727,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Chase Oliver,1,24,0.041666666666666664,575,1.7421597060243723
88727,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-10-12,2024-10-14,637,lv,2024-11-05,general,Jill Stein,2,24,0.041666666666666664,1100,6.4201504138368595
88728,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Kamala Harris,47,24,0.041666666666666664,5764,47.924290786551666
88728,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Donald Trump,47,24,0.041666666666666664,5203,42.925523573060616
88728,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Chase Oliver,1,24,0.041666666666666664,575,1.6879216763821585
88728,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-10-12,2024-10-14,682,lv,2024-11-05,general,Jill Stein,0,24,0.041666666666666664,1100,6.365912384194646
88729,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Kamala Harris,51,24,0.041666666666666664,5764,47.627824342308735
88729,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Donald Trump,43,24,0.041666666666666664,5203,42.62905712881768
88729,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Chase Oliver,0,24,0.041666666666666664,575,1.3914552321392222
88729,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-10-12,2024-10-14,544,lv,2024-11-05,general,Jill Stein,1,24,0.041666666666666664,1100,6.069445939951709
88730,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Kamala Harris,47,24,0.041666666666666664,5764,47.549913347252584
88730,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Donald Trump,47,24,0.041666666666666664,5203,42.55114613376152
88730,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Chase Oliver,1,24,0.041666666666666664,575,1.3135442370830699
88730,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-10-12,2024-10-14,838,lv,2024-11-05,general,Jill Stein,0,24,0.041666666666666664,1100,5.991534944895557
88731,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,New Mexico,2024-10-12,2024-10-14,382,lv,2024-11-05,general,Kamala Harris,49,24,0.041666666666666664,5764,47.41412843848077
88731,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,New Mexico,2024-10-12,2024-10-14,382,lv,2024-11-05,general,Donald Trump,45,24,0.041666666666666664,5203,42.41536122498972
